
Server running on port 17000

Server actions:
start | stop | restart | changeAddr | exit | help

>>0.000000, 17.380001, 0.000000
0.009292, 17.500000, 0.000000
0.036208, 17.709999, 0.000000
0.056192, 17.740000, 7.947750
0.076691, 17.684000, 6.358200
0.091678, 17.631666, 5.298500
0.112170, 17.582857, 4.541572
0.245044, 17.543749, 3.973875
0.352421, 17.512220, 3.532333
0.445435, 17.484999, 3.179100
0.522942, 17.464544, 3.074079
0.707111, 17.445833, 2.970507
0.845926, 17.056923, 2.742007
0.949113, 16.274286, 2.546149
1.073139, 15.532000, 2.376406
1.196436, 14.837500, 2.227880
1.315741, 14.185882, 2.096829
1.428118, 13.599999, 1.980338
1.559360, 13.081578, 2.472935
1.687318, 12.580500, 4.372016
1.818560, 12.096189, 4.163825
1.946522, 11.639999, 3.974560
2.078392, 11.215217, 3.801753
2.213610, 10.811666, 3.643347
2.345464, 10.429199, 3.497613
2.480689, 10.070768, 3.363089
2.616384, 9.735925, 3.238530
2.755565, 9.416070, 3.122869
2.891167, 9.111033, 3.015183
3.030337, 8.823666, 2.914677
3.165937, 8.553225, 2.820656
3.305114, 8.296248, 2.732510
3.440715, 8.054241, 2.649707
3.579879, 7.826469, 2.571774
3.719398, 7.611712, 2.498295
3.858560, 7.401665, 2.428898
3.994206, 7.201620, 2.363252
4.132667, 7.012893, 2.640187
4.268021, 6.836921, 2.572490
4.407205, 6.669748, 2.508178
4.546670, 6.512193, 2.447003
4.689806, 6.358331, 2.647059
4.825414, 6.210463, 2.585500
4.964591, 6.069770, 2.874149
5.104074, 5.937775, 2.810279
5.243229, 5.808693, 3.060098
5.383010, 5.685742, 3.274345
5.522138, 5.567289, 3.391106
5.657731, 5.453671, 3.487166
5.800941, 5.346998, 3.417423
5.936635, 5.242155, 3.667753
6.075804, 5.141728, 3.862747
6.215293, 5.047167, 3.789865
6.354453, 4.953701, 3.975393
6.493931, 4.864362, 4.133154
6.629551, 4.777498, 4.240075
6.768703, 4.693682, 4.312778
6.908188, 4.615170, 4.238420
7.047352, 4.536947, 4.475840
7.186924, 4.461498, 4.628827
7.326107, 4.388359, 4.666109
7.461717, 4.317740, 4.705121
7.604095, 4.250633, 4.630436
7.743009, 4.184217, 4.727908
7.882496, 4.120460, 4.834236
8.018096, 4.058029, 4.937360
8.157269, 3.997611, 5.047664
8.300399, 3.939998, 4.973434
8.435994, 3.882897, 5.040722
8.579120, 3.827999, 5.109626
8.714816, 3.774083, 5.194370
8.850409, 3.721943, 5.304996
8.993669, 3.672738, 5.232325
9.129292, 3.623107, 5.359918
9.272549, 3.575465, 5.472407
9.408154, 3.528419, 5.566875
9.547338, 3.482726, 5.661068
9.686822, 3.439358, 5.588490
9.825997, 3.395822, 5.667552
9.961603, 3.353374, 5.716901
10.104737, 3.313332, 5.646322
10.240396, 3.272925, 5.737869
10.383577, 3.234336, 5.811293
10.519201, 3.195832, 5.874638
10.658476, 3.158234, 5.898276
10.797996, 3.123255, 5.829691
10.941186, 3.087355, 5.966669
11.076084, 3.052271, 5.898866
11.215014, 3.017976, 6.054598
11.354519, 2.985332, 5.987324
11.493736, 2.952526, 6.067791
11.629382, 2.921086, 6.188811
11.772569, 2.890859, 6.122264
11.908215, 2.860105, 6.170162
12.051391, 2.831367, 6.281661
12.187025, 2.801873, 6.427049
12.322651, 2.772988, 6.506854
12.465831, 2.746019, 6.440457
12.601537, 2.718282, 6.554187
12.740731, 2.691099, 6.606972
12.880239, 2.665642, 6.541556
13.019487, 2.639508, 6.622377
13.159052, 2.614076, 6.675932
13.298352, 2.588941, 6.687534
13.437874, 2.564475, 6.710575
13.577153, 2.540282, 6.763478
13.712893, 2.516727, 6.851469
13.856044, 2.494535, 6.788029
13.991775, 2.471650, 6.855636
14.127393, 2.449453, 6.917521
14.270636, 2.428467, 6.855200
14.406356, 2.406784, 6.911377
14.548738, 2.385662, 6.955510
14.687545, 2.364735, 6.972561
14.823009, 2.344259, 7.004443
14.965983, 2.324826, 6.944060
15.101663, 2.304956, 6.979817
15.244630, 2.285761, 7.016902
15.380090, 2.266553, 7.038827
15.519077, 2.247665, 7.046006
15.658490, 2.229916, 6.987774
15.797662, 2.211638, 7.027504
