
Server running on port 17000

Server actions:
start | stop | restart | changeAddr | exit | help

>>0.000000, 18.360001, 0.000000
0.246631, 18.385000, 0.000000
0.483954, 18.406668, 0.000000
0.885283, 18.402500, 1.172576
1.168831, 16.562000, 0.938061
1.367368, 13.801666, 0.781717
1.530829, 11.830000, 0.670044
1.727632, 10.432500, 14.927091
1.912574, 9.457777, 13.268525
2.092718, 8.709999, 11.941672
2.293579, 8.109090, 10.856066
2.480274, 7.523333, 14.740593
2.663187, 6.976922, 13.606701
2.846841, 6.507142, 12.634794
3.029703, 6.106666, 12.195653
3.212600, 5.764374, 11.433425
3.400171, 5.462352, 10.760871
3.584039, 5.193888, 10.163044
3.767910, 4.953683, 9.628147
3.951805, 4.731999, 9.146740
4.135561, 4.526190, 8.711181
4.319458, 4.333636, 8.315218
4.503283, 4.158260, 8.237042
4.687188, 3.997499, 7.893833
4.875074, 3.845599, 7.578079
5.063011, 3.704999, 7.286614
5.246951, 3.569999, 7.016740
5.430945, 3.442499, 6.766142
5.614885, 3.326206, 6.861080
5.802763, 3.220333, 6.632377
5.990641, 3.117419, 6.741621
6.179326, 3.020000, 6.530946
6.363297, 2.930606, 6.581086
6.547027, 2.844411, 6.726832
6.739586, 2.765142, 6.897724
6.926992, 2.688611, 6.971174
7.111794, 2.615946, 6.782764
7.299528, 2.547894, 6.841745
7.483684, 2.482564, 6.858790
7.672491, 2.422250, 6.861792
7.855023, 2.363170, 6.977657
8.042566, 2.309047, 7.169981
8.230933, 2.255348, 7.321814
8.418541, 2.205681, 7.406247
8.601415, 2.156666, 7.465637
8.789154, 2.110434, 7.477715
8.976868, 2.065531, 7.414628
9.165439, 2.022500, 7.260157
9.349235, 1.981224, 7.265482
9.536954, 1.943400, 7.120173
9.720755, 1.905294, 7.216514
9.908393, 1.869807, 7.280302
10.092169, 1.834528, 7.332168
10.283023, 1.802037, 7.415558
10.466957, 1.769272, 7.499362
10.654844, 1.738750, 7.544348
10.838796, 1.708245, 7.587774
11.026742, 1.679655, 7.638260
11.214650, 1.651186, 7.644625
11.398680, 1.623666, 7.517215
11.582596, 1.597049, 7.525414
11.770531, 1.572580, 7.404037
11.954502, 1.547619, 7.501197
12.143287, 1.524219, 7.544168
12.330070, 1.501846, 7.428104
12.512960, 1.479091, 7.407174
12.700100, 1.457910, 7.439241
12.883922, 1.436470, 7.469921
13.071499, 1.415652, 7.454226
13.258240, 1.396428, 7.347736
13.445842, 1.376901, 7.341110
13.628668, 1.357778, 7.239150
13.812466, 1.339178, 7.256749
13.999263, 1.322162, 7.158685
14.187000, 1.304533, 7.220319
14.374894, 1.288289, 7.276907
14.558834, 1.271558, 7.345069
14.742838, 1.255384, 7.392164
14.930734, 1.240506, 7.298593
15.114001, 1.225000, 7.333073
15.297639, 1.210000, 7.360256
15.485942, 1.196219, 7.270497
15.670003, 1.181807, 7.279418
15.858845, 1.167976, 7.262475
16.045458, 1.155177, 7.177034
16.228304, 1.141744, 7.193211
16.416021, 1.128621, 7.183889
16.602779, 1.116591, 7.102254
16.785658, 1.104045, 7.124371
16.977310, 1.092333, 7.143428
17.161158, 1.080330, 7.191624
17.344038, 1.068587, 7.239434
17.532732, 1.058064, 7.161590
17.716496, 1.046808, 7.218780
17.903896, 1.036000, 7.253810
18.091637, 1.025208, 7.239609
18.275345, 1.014639, 7.206348
18.463232, 1.005204, 7.132814
18.647255, 0.995050, 7.177111
18.835253, 0.985400, 7.215478
19.019262, 0.975644, 7.228335
19.203297, 0.966078, 7.221291
19.391129, 0.957184, 7.151181
19.575161, 0.947981, 7.159460
19.759407, 0.938952, 7.148439
